name,address,level,name_clean,is_thrombectomy_center,geocode,latitude,longitude,name_cleaned
Gesundheitszentrum Glantal,"Liebfrauenberg 32, 55590 Meisenheim",,,False,"Gesundheitszentrum Glantal, 32, Liebfrauenberg, Hof Wieseck, Meisenheim, Nahe-Glan, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55590, Deutschland",49.7065676,7.6768165,gesundheitszentrum glantal
Stadtklinik Frankenthal,"Elsa-Brändström-Straße 1, 67227 Frankenthal",,,False,"1, Elsa-Brändström-Straße, Frankenthal Kernstadt, Frankenthal (Pfalz), Rheinland-Pfalz, 67227, Deutschland",49.5427022,8.3311645,stadtklinik frankenthal
Marienhaus Klinikum Hetzelstift,"Stiftstraße 10, 67434 Neustadt an der Weinstraße",,,False,"Hetzelstift, 10, Stiftstraße, Neustadt an der Weinstraße, Rheinland-Pfalz, 67434, Deutschland",49.3463039,8.1494815,marienhaus klinikum hetzelstift
Städtisches Krankenhaus Pirmasens gGmbH,"Pettenkoferstraße 22, 66955 Pirmasens",,,False,"Städtisches Krankenhaus Pirmasens, 22, Pettenkoferstraße, Ruhbank, Pirmasens, Rheinland-Pfalz, 66955, Deutschland",49.1930487,7.6177302,städtisches krankenhaus pirmasens ggmbh
Rheinhessen-Fachklinik Alzey,"Dautenheimer Landstraße 66, 55232 Alzey",,,False,"Rheinhessen-Fachklinik Alzey, 66, Dautenheimer Landstraße, Dautenheim, Alzey, Landkreis Alzey-Worms, Rheinland-Pfalz, 55232, Deutschland",49.7409767,8.1315463,rheinhessen-fachklinik alzey
Pfalzklinikum AdöR - Standort Klingenmünster,"Weinstraße 100, 76889 Klingenmünster",,,False,"Weinstraße, Klingenmünster, Bad Bergzabern, Landkreis Südliche Weinstraße, Rheinland-Pfalz, 76889, Deutschland",49.1390628,8.0171133,pfalzklinikum adör - standort klingenmünster
Asklepios Südpfalzkliniken GmbH,"Luitpoldstrasse 14, 76870 Kandel",,,False,"14, Luitpoldstraße, Minderslachen, Kandel, Landkreis Germersheim, Rheinland-Pfalz, 76870, Deutschland",49.0861838,8.2008809,asklepios südpfalzkliniken gmbh
Rems-Murr-Klinik Schorndorf,"Schlichtener Straße 105, 73614 Schorndorf",,,False,"Rems-Murr-Klinik, 105, Schlichtener Straße, Schorndorf, Vereinbarte Verwaltungsgemeinschaft der Stadt Schorndorf, Rems-Murr-Kreis, Baden-Württemberg, 73614, Deutschland",48.7972867,9.5296473,rems-murr-klinik schorndorf
Hohenloher Krankenhaus gGmbH Standort: Öhringen,"Kastellstraße 5, 74613 Öhringen",,,False,"Görkem Pizza & Kebap, 5/1, Kastellstraße, Altstadt, Möhrig, Öhringen, Verwaltungsgemeinschaft Öhringen, Hohenlohekreis, Baden-Württemberg, 74613, Deutschland",49.2064207,9.4987491,hohenloher krankenhaus ggmbh standort: öhringen
Stauferklinikum Schwäbisch Gmünd,"Wetzgauer Str. 85, 73557 Mutlangen",,,False,"Dialyse Stauferklinikum Mutlangen, 85, Wetzgauer Straße, Mutlangen, Verwaltungsverband Schwäbischer Wald, Ostalbkreis, Baden-Württemberg, 73557, Deutschland",48.8194625,9.7882911,stauferklinikum schwäbisch gmünd
Klinikum Stuttgart - Gemeinnützige Kommunalanstalt öffentlichen Rechts,"Kriegsbergstraße 60, 70174 Stuttgart",,,False,"Katharinenhospital, 60, Kriegsbergstraße, Universität, Stuttgart-Mitte, Stuttgart, Baden-Württemberg, 70174, Deutschland",48.7837421,9.1733136,klinikum stuttgart - gemeinnützige kommunalanstalt öffentlichen rechts
QSB-Mos 2023,"Knopfweg 1, 74821 Mosbach",,,False,"Neckar-Odenwald Kliniken Mosbach, 1, Knopfweg, Mosbach, Verwaltungsgemeinschaft Mosbach, Neckar-Odenwald-Kreis, Baden-Württemberg, 74821, Deutschland",49.3558855,9.1530258,qsb-mos 2023
GRN-Klinik Sinsheim,"Alte Waibstadter Straße 2, 74889 Sinsheim",,,False,"GRN-Klinik Sinsheim, 2, Alte Waibstadter Straße, Oststadt, Sinsheim, Verwaltungsgemeinschaft Sinsheim, Rhein-Neckar-Kreis, Baden-Württemberg, 74889, Deutschland",49.2524613,8.8902851,grn-klinik sinsheim
Kreiskliniken Calw,"Eduard-Conz-Straße 6, 75365 Calw",,,False,"Kliniken Calw, 6, Eduard-Conz-Straße, Wimberg, Calw, Verwaltungsgemeinschaft Calw, Landkreis Calw, Baden-Württemberg, 75365, Deutschland",48.7154508,8.744846,kreiskliniken calw
Klinikum Freudenstadt,"Karl-von-Hahn-Straße 100, 72250 Freudenstadt",,,False,"Klinikum Freudenstadt, 100, Karl-von-Hahn-Straße, Freudenstadt, Vereinbarte Verwaltungsgemeinschaft Freudenstadt, Landkreis Freudenstadt, Baden-Württemberg, 72250, Deutschland",48.4759169,8.4053851,klinikum freudenstadt
HELIOS Klinik Titisee-Neustadt,"Jostalstraße 12, 79822 Titisee-Neustadt",,,False,"Helios Klinik Titisee-Neustadt, 12, Jostalstraße, Spiegelhaldenhäusle, Neustadt im Schwarzwald, Titisee-Neustadt, Verwaltungsgemeinschaft Titisee-Neustadt, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79822, Deutschland",47.9257363,8.1870108,helios klinik titisee-neustadt
Kreiskrankenhaus Emmendingen,"Gartenstraße 44, 79312 Emmendingen",,,False,"Kreiskrankenhaus Emmendingen, 44, Gartenstraße, Kastelberg, Emmendingen (Kernstadt), Mundingen, Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland",48.1252505,7.855804,kreiskrankenhaus emmendingen
Vinzenz von Paul Hospital gGmbH,"Schwenninger Straße 55, 78628 Rottweil",,,False,"St. Vinzenz, 55, Schwenninger Straße, Rottweil (Kernstadt), Bühlingen, Rottweil, Verwaltungsgemeinschaft Rottweil, Landkreis Rottweil, Baden-Württemberg, 78628, Deutschland",48.1512843,8.6346707,vinzenz von paul hospital ggmbh
Kliniken des Landkreises Lörrach GmbH,"Spitalstraße  25, 79539 Lörrach",,,False,"25, Spitalstraße, Bulgarien-Viertel, Lörrach (Kernstadt), Untertüllingen, Lörrach, Verwaltungsgemeinschaft Lörrach, Landkreis Lörrach, Baden-Württemberg, 79539, Deutschland",47.6143504,7.6582598,kliniken des landkreises lörrach gmbh
Klinikum Hochrhein,"Kaiserstraße 93-101, 79761 Waldshut-Tiengen",,,False,"Klinikum Hochrhein, 93-101, Kaiserstraße, Waldshut, Waldshut-Tiengen, Verwaltungsgemeinschaft Waldshut-Tiengen, Landkreis Waldshut, Baden-Württemberg, 79761, Deutschland",47.6224982,8.2078557,klinikum hochrhein
Kliniken Schmieder Allensbach,"Zum Tafelholz 8, 78476 Allensbach",,,False,"Kliniken Schmieder Allensbach, 8, Zum Tafelholz, Allensbach (Ort), Allensbach, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Baden-Württemberg, 78476, Deutschland",47.7152636,9.0838266,kliniken schmieder allensbach
HELIOS Klinik Müllheim,"Heliosweg 1, 79379 Müllheim",,,False,"HELIOS Klinik Müllheim, 1, Heliosweg, Müllheim, Müllheim im Markgräflerland, GVV Müllheim-Badenweiler, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79379, Deutschland",47.8115918,7.6349846,helios klinik müllheim
Klinikum Landkreis Tuttlingen gGmbH,"Zeppelinstrasse 21, 78532 Tuttlingen",,,False,"Kreisklinik Tuttlingen, 21, Zeppelinstraße, Tuttlingen, Verwaltungsgemeinschaft Tuttlingen, Landkreis Tuttlingen, Baden-Württemberg, 78532, Deutschland",47.9847695,8.8321038,klinikum landkreis tuttlingen ggmbh
QB_2023_Klinikum am Steinenberg,"Steinenbergstraße 31, 72764 Reutlingen",,,False,"Klinikum am Steinenberg, 31, Steinenbergstraße, Reutlingen (Kernstadt), Reutlingen, Landkreis Reutlingen, Baden-Württemberg, 72764, Deutschland",48.483878,9.218334,qb_2023_klinikum am steinenberg
Zollernalb Klinikum gGmbH,"Tübinger Straße 30, 72336 Balingen",,,False,"Zollernalb Klinikum, 30, Tübinger Straße, Balingen, Gemeindeverwaltungsverband Balingen, Zollernalbkreis, Baden-Württemberg, 72336, Deutschland",48.2775609,8.8572836,zollernalb klinikum ggmbh
SRH Krankenhaus Sigmaringen,"Hohenzollernstrasse 40, 72488 Sigmaringen",,,False,"Kreiskrankenhaus Sigmaringen, 40, Hohenzollernstraße, Sigmaringen, Gemeindeverwaltungsverband Sigmaringen, Landkreis Sigmaringen, Baden-Württemberg, 72488, Deutschland",48.0964403,9.2260292,srh krankenhaus sigmaringen
Helios Amper-Kliniken Dachau [DAH],"Krankenhausstraße 15, 85221 Dachau",,,False,"Helios Amper-Klinikum Dachau, 15, Krankenhausstraße, Steinkirchen, Webling, Dachau, Landkreis Dachau, Bayern, 85221, Deutschland",48.2654865,11.4281485,helios amper-kliniken dachau [dah]
Klinikum Landsberg am Lech,"Bgm.-Dr.-Hartmann-Str. 50, 86899 Landsberg am Lech",,,False,"Dr. Karsten Lohscheidt Orthopäde, 50, Bürgermeister-Doktor-Hartmann-Straße, Römerau, Landsberg am Lech, Landkreis Landsberg am Lech, Bayern, 86899, Deutschland",48.0480389,10.8566236,klinikum landsberg am lech
Benedictus Krankenhaus Tutzing GmbH & Co. KG,"Bahnhofstraße 5, 82327 Tutzing",,,False,"Benedictus Krankenhaus Tutzing, 5, Bahnhofstraße, Tutzing, Landkreis Starnberg, Bayern, 82327, Deutschland",47.9070263,11.276607,benedictus krankenhaus tutzing gmbh & co. kg
Ilmtalklinik GmbH,"Krankenhausstraße 70, 85276 Pfaffenhofen",,,False,"Eingang Liegendkranke, 70, Krankenhausstraße, Pfaffenhofen an der Ilm, Landkreis Pfaffenhofen an der Ilm, Bayern, 85276, Deutschland",48.5180908,11.4991655,ilmtalklinik gmbh
Rotthalmünster,"Simbacher Straße 35, 94094 Rotthalmünster",,,False,"35, Simbacher Straße, Dobl, Rotthalmünster, Rotthalmünster (VGem), Landkreis Passau, Bayern, 94094, Deutschland",48.3544981,13.2021468,rotthalmünster
Krankenhaus Freyung,"Krankenhausstraße 6, 94078 Freyung",,,False,"Krankenhaus Freyung, 6, Krankenhausstraße, Solla, Freyung, Landkreis Freyung-Grafenau, Bayern, 94078, Deutschland",48.8054935,13.5458475,krankenhaus freyung
Universitätsklinikum Regensburg,"Franz-Josef-Strauß-Allee 11, 93053 Regensburg",,,False,"11, Franz-Josef-Strauß-Allee, Graß, Regensburg, Bayern, 93053, Deutschland",48.9904494,12.0813806,universitätsklinikum regensburg
Klinikum Bayreuth GmbH,"Preuschwitzer Straße 101, 95445 Bayreuth",,,False,"Klinikum Bayreuth, 101, Preuschwitzer Straße, Roter Hügel, Oberpreuschwitz, Meyernberg, Bayreuth, Bayern, 95445, Deutschland",49.9436118,11.5323659,klinikum bayreuth gmbh
Krankenhaus Schwabach gGmbH,"Regelsbacher Straße 7, 91126 Schwabach",,,False,"Stadtkrankenhaus Schwabach, 7, Regelsbacher Straße, Nasbach, Unterreichenbach, Schwabach, Bayern, 91126, Deutschland",49.3328779,11.0127979,krankenhaus schwabach ggmbh
Kliniken des Landkreises Neustadt a. d. Aisch - Bad Windsheim,"Paracelsusstr. 30, 91413 Neustadt an der Aisch",,,False,"Klinik Neustadt, 30, Paracelsusstraße, Unterstrahlbach, Neustadt an der Aisch, Landkreis Neustadt an der Aisch-Bad Windsheim, Bayern, 91413, Deutschland",49.5819286,10.6223962,kliniken des landkreises neustadt a. d. aisch - bad windsheim
Helios Kliniken Miltenberg-Erlenbach GmbH ,"Krankenhausstraße 45, 63906 Erlenbach",,,False,"Helios Klinik Erlenbach, 45, Krankenhausstraße, Erlenbach, Erlenbach am Main, Landkreis Miltenberg, Bayern, 63906, Deutschland",49.8109038,9.1658383,helios kliniken miltenberg-erlenbach gmbh
Vivantes - Netzwerk für Gesundheit GmbH,"Aroser Allee 72-76, 13407 Berlin",,,False,"Vivantes, 72-76, Aroser Allee, Reinickendorf, Berlin, 13407, Deutschland",52.5640973,13.3534125,vivantes - netzwerk für gesundheit gmbh
Kreiskrankenhaus Prignitz gemeinnützige GmbH,"Dobberziner Str. 112, 19348 Perleberg",,,False,"112, Dobberziner Straße, Perleberg, Prignitz, Brandenburg, 19348, Deutschland",53.0739243,11.873565,kreiskrankenhaus prignitz gemeinnützige gmbh
Asklepios Fachklinikum Teupitz,"Buchholzer Straße 21, 15755 Teupitz",,,False,"Asklepios Fachklinikum Teupitz, 21, Buchholzer Straße, Teupitz, Schenkenländchen, Dahme-Spreewald, Brandenburg, 15755, Deutschland",52.1311604,13.6180181,asklepios fachklinikum teupitz
Asklepios Klinikum Uckermark GmbH,"Am Klinikum 1, 16303 Schwedt",,,False,"Asklepios Klinikum Uckermark, 1, Am Klinikum, Zentrum, Schwedt/Oder, Uckermark, Brandenburg, 16303, Deutschland",53.0532176,14.275758,asklepios klinikum uckermark gmbh
"Havelland Kliniken GmbH, Klinik Nauen","Ketziner Straße 21, 14641 Nauen",,,False,"21, Ketziner Straße, Nauen, Havelland, Brandenburg, 14641, Deutschland",52.6007689,12.8758899,"havelland kliniken gmbh, klinik nauen"
Asklepios Fachklinikum Brandenburg,"Anton-Saefkow-Allee 2, 14772 Brandenburg an der Havel",,,False,"Asklepios Fachklinikum Brandenburg, 2, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",52.4236539,12.4801181,asklepios fachklinikum brandenburg
HELIOS Klinikum Bad Saarow,"Pieskower Straße 33, 15526 Bad Saarow",,,False,"Helios Klinikum Bad Saarow, 33, Pieskower Straße, Bad Saarow, Scharmützelsee, Oder-Spree, Brandenburg, 15526, Deutschland",52.2837363,14.0626258,helios klinikum bad saarow
Klinikum Südstadt Rostock,"Südring 81, 18059 Rostock",,,False,"81, Südring, Südstadt, Ortsbeirat 12 : Südstadt, Rostock, Mecklenburg-Vorpommern, 18059, Deutschland",54.0717274,12.1066615,klinikum südstadt rostock
Universitätsmedizin Rostock - Teilkörperschaft der Universität Rostock,"Schillingallee 35, 18057 Rostock",,,False,"35, Schillingallee, Sportforum, Hansaviertel, Rostock, Mecklenburg-Vorpommern, 18057, Deutschland",54.0848186,12.0982791,universitätsmedizin rostock - teilkörperschaft der universität rostock
Rudolf Virchow Klinikum Glauchau,"Virchowstraße 18, 08371 Glauchau",,,False,"Fremdsprachenkindertageseinrichtung „Firlefanz und Wirbelwind“, 18, Virchowstraße, Glauchau, Zwickau, Sachsen, 08371, Deutschland",50.8119096,12.5516334,rudolf virchow klinikum glauchau
Heinrich-Braun-Klinikum Zwickau Standort Werdauer Straße,"Werdauer Straße 68, 08060 Zwickau",,,False,"Heinrich-Braun-Klinikum, Standort Werdauer Straße, 68, Werdauer Straße, Marienthal Ost, Zwickau-West, Zwickau, Langenweißbach, Zwickau, Sachsen, 08060, Deutschland",50.7223864,12.4717234,heinrich-braun-klinikum zwickau standort werdauer straße
"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Zwickau","Karl-Keil-Straße 35, 08060 Zwickau",,,False,"Heinrich-Braun-Krankenhaus, 35, Karl-Keil-Straße, Marienthal West, Zwickau-West, Zwickau, Sachsen, 08060, Deutschland",50.7225016,12.4311037,"heinrich-braun-klinikum gemeinnützige gmbh, standort zwickau"
Sächsisches Krankenhaus Rodewisch,"Bahnhofstraße 1, 08228 Rodewisch",,,False,"1, Bahnhofstraße, Rodewisch, Vogtlandkreis, Sachsen, 08228, Deutschland",50.5314669,12.4034892,sächsisches krankenhaus rodewisch
Erzgebirgsklinikum gGmbH - Haus Annaberg,"Chemnitzer Straße 15, 09456 Annaberg-Buchholz",,,False,"15, Chemnitzer Straße, Annaberg, Annaberg-Buchholz, Erzgebirgskreis, Sachsen, 09456, Deutschland",50.592103,13.0067172,erzgebirgsklinikum ggmbh - haus annaberg
Sächsisches Krankenhaus Arnsdorf,"Hufelandstraße 15, 01477 Arnsdorf",,,False,"C1 / Patientenanmeldung/ Verwaltung, 15, Hufelandstraße, Dr.-Kurt-Fischer-Siedlung, Fischbach, Arnsdorf, Bautzen - Budyšin, Sachsen, 01477, Deutschland",51.0934217,13.9963627,sächsisches krankenhaus arnsdorf
Sana Kliniken Leipziger Land,"Rudolf-Virchow-Straße 2, 04552 Borna",,,False,"Klinikum Borna, 2, Rudolf-Virchow-Straße, Kesselshain Siedlung, Borna, Landkreis Leipzig, Sachsen, 04552, Deutschland",51.1346458,12.505405,sana kliniken leipziger land
Klinikum Chemnitz gGmbH,"Flemmingstraße 2, 09116 Chemnitz",,,False,"2, Flemmingstraße, Altendorf, Chemnitz, Lichtenau, Sachsen, 09116, Deutschland",50.8447689,12.8861281,klinikum chemnitz ggmbh
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,"Friedrich-Ludwig-Jahn-Str. 2, 06749 Bitterfeld-Wolfen",,,False,"Goitzsche Klinikum, 2, Friedrich-Ludwig-Jahn-Straße, Bitterfeld, Bitterfeld-Wolfen, Anhalt-Bitterfeld, Sachsen-Anhalt, 06749, Deutschland",51.6337829,12.3338134,gesundheitszentrum bitterfeld/wolfen ggmbh
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Weiße Mauer  52, 06217 Merseburg",,,False,"Carl-von-Basedow-Klinikum, 52, Weiße Mauer, Altenburg (Vorstadt), Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland",51.3663738,11.9938967,carl-von-basedow-klinikum saalekreis ggmbh
Paul Gerhardt Diakonie Krankenhaus und Pflege GmbH,"Paul-Gerhardt-Straße 42-45, 06886 Lutherstadt Wittenberg",,,False,"Ev. Krankenhaus Paul Gerhardt Stift, 42-45, Paul-Gerhardt-Straße, Lindenfeld, Wittenberg, Sachsen-Anhalt, 06886, Deutschland",51.8703045,12.6567485,paul gerhardt diakonie krankenhaus und pflege gmbh
Städtisches Klinikum Dessau,"Auenweg 38, 06847 Dessau-Roßlau",,,False,"Städtisches Klinikum Dessau - Standort Auenweg, 38, Auenweg, Zoberberg, Alten, Dessau, Dessau-Roßlau, Sachsen-Anhalt, 06847, Deutschland",51.8159148,12.1976598,städtisches klinikum dessau
HELIOS Klinik Sangerhausen,"Am Beinschuh 2a, 06526 Sangerhausen",,,False,"HELIOS Klinik Sangerhausen Mansfeld-Südharz, 2a, Am Beinschuh, Othal, Sangerhausen, Mansfeld-Südharz, Sachsen-Anhalt, 06526, Deutschland",51.4720228,11.3096056,helios klinik sangerhausen
AMEOS Klinikum Haldensleben,"Kiefholzstraße 27, 39340 Haldensleben",,,False,"AMEOS Klinikum Haldensleben, 27, Kiefholzstraße, Haldensleben, Börde, Sachsen-Anhalt, 39340, Deutschland",52.2856623,11.3769031,ameos klinikum haldensleben
Asklepios Klinik Weißenfels,"Naumburger Straße 76, 06667 Weißenfels",,,False,"Klinik Weißenfels, 76, Naumburger Straße, Neustadt, Weißenfels, Burgenlandkreis, Sachsen-Anhalt, 06667, Deutschland",51.1939105,11.9568078,asklepios klinik weißenfels
Hufeland Klinikum GmbH,"Gutenbergstraße 24, 99947 Bad Langensalza",,,False,"Gutenbergstraße, 24, Bad Langensalza, Landkreis Gotha, Thüringen, 99947, Deutschland",51.1043615,10.6485978,hufeland klinikum gmbh
Eichsfeld Klinikum gGmbH,"Im Kloster 7, 37355 Niederorschel",,,False,"Eichsfeld Klinikum Haus Reifenstein, 7, Im Kloster, Kleinbartloff, Niederorschel, Landkreis Eichsfeld, Thüringen, 37355, Deutschland",51.3473906,10.3635263,eichsfeld klinikum ggmbh
